value,datetime,datetime_utc,tz_time,geo_id,geo_name
388142.0,2025-01-08T15:00:00.000+01:00,2025-01-08T14:00:00Z,2025-01-08T14:00:00.000Z,8741,Península
388614.0,2025-01-08T16:00:00.000+01:00,2025-01-08T15:00:00Z,2025-01-08T15:00:00.000Z,8741,Península
402884.0,2025-01-08T17:00:00.000+01:00,2025-01-08T16:00:00Z,2025-01-08T16:00:00.000Z,8741,Península
424093.0,2025-01-08T18:00:00.000+01:00,2025-01-08T17:00:00Z,2025-01-08T17:00:00.000Z,8741,Península
436296.0,2025-01-08T19:00:00.000+01:00,2025-01-08T18:00:00Z,2025-01-08T18:00:00.000Z,8741,Península
443940.0,2025-01-08T20:00:00.000+01:00,2025-01-08T19:00:00Z,2025-01-08T19:00:00.000Z,8741,Península
429477.0,2025-01-08T21:00:00.000+01:00,2025-01-08T20:00:00Z,2025-01-08T20:00:00.000Z,8741,Península
386897.0,2025-01-08T22:00:00.000+01:00,2025-01-08T21:00:00Z,2025-01-08T21:00:00.000Z,8741,Península
343097.0,2025-01-08T23:00:00.000+01:00,2025-01-08T22:00:00Z,2025-01-08T22:00:00.000Z,8741,Península
312741.0,2025-01-09T00:00:00.000+01:00,2025-01-08T23:00:00Z,2025-01-08T23:00:00.000Z,8741,Península
292049.0,2025-01-09T01:00:00.000+01:00,2025-01-09T00:00:00Z,2025-01-09T00:00:00.000Z,8741,Península
278766.0,2025-01-09T02:00:00.000+01:00,2025-01-09T01:00:00Z,2025-01-09T01:00:00.000Z,8741,Península
272436.0,2025-01-09T03:00:00.000+01:00,2025-01-09T02:00:00Z,2025-01-09T02:00:00.000Z,8741,Península
272078.0,2025-01-09T04:00:00.000+01:00,2025-01-09T03:00:00Z,2025-01-09T03:00:00.000Z,8741,Península
279136.0,2025-01-09T05:00:00.000+01:00,2025-01-09T04:00:00Z,2025-01-09T04:00:00.000Z,8741,Península
314587.0,2025-01-09T06:00:00.000+01:00,2025-01-09T05:00:00Z,2025-01-09T05:00:00.000Z,8741,Península
369359.0,2025-01-09T07:00:00.000+01:00,2025-01-09T06:00:00Z,2025-01-09T06:00:00.000Z,8741,Península
400904.0,2025-01-09T08:00:00.000+01:00,2025-01-09T07:00:00Z,2025-01-09T07:00:00.000Z,8741,Península
403966.0,2025-01-09T09:00:00.000+01:00,2025-01-09T08:00:00Z,2025-01-09T08:00:00.000Z,8741,Península
396231.0,2025-01-09T10:00:00.000+01:00,2025-01-09T09:00:00Z,2025-01-09T09:00:00.000Z,8741,Península
385861.0,2025-01-09T11:00:00.000+01:00,2025-01-09T10:00:00Z,2025-01-09T10:00:00.000Z,8741,Península
376712.0,2025-01-09T12:00:00.000+01:00,2025-01-09T11:00:00Z,2025-01-09T11:00:00.000Z,8741,Península
376968.0,2025-01-09T13:00:00.000+01:00,2025-01-09T12:00:00Z,2025-01-09T12:00:00.000Z,8741,Península
371314.0,2025-01-09T14:00:00.000+01:00,2025-01-09T13:00:00Z,2025-01-09T13:00:00.000Z,8741,Península
367063.0,2025-01-09T15:00:00.000+01:00,2025-01-09T14:00:00Z,2025-01-09T14:00:00.000Z,8741,Península
370286.0,2025-01-09T16:00:00.000+01:00,2025-01-09T15:00:00Z,2025-01-09T15:00:00.000Z,8741,Península
382068.0,2025-01-09T17:00:00.000+01:00,2025-01-09T16:00:00Z,2025-01-09T16:00:00.000Z,8741,Península
407004.0,2025-01-09T18:00:00.000+01:00,2025-01-09T17:00:00Z,2025-01-09T17:00:00.000Z,8741,Península
422166.0,2025-01-09T19:00:00.000+01:00,2025-01-09T18:00:00Z,2025-01-09T18:00:00.000Z,8741,Península
432660.0,2025-01-09T20:00:00.000+01:00,2025-01-09T19:00:00Z,2025-01-09T19:00:00.000Z,8741,Península
421931.0,2025-01-09T21:00:00.000+01:00,2025-01-09T20:00:00Z,2025-01-09T20:00:00.000Z,8741,Península
382567.0,2025-01-09T22:00:00.000+01:00,2025-01-09T21:00:00Z,2025-01-09T21:00:00.000Z,8741,Península
340350.0,2025-01-09T23:00:00.000+01:00,2025-01-09T22:00:00Z,2025-01-09T22:00:00.000Z,8741,Península
315193.0,2025-01-10T00:00:00.000+01:00,2025-01-09T23:00:00Z,2025-01-09T23:00:00.000Z,8741,Península
292381.0,2025-01-10T01:00:00.000+01:00,2025-01-10T00:00:00Z,2025-01-10T00:00:00.000Z,8741,Península
278349.0,2025-01-10T02:00:00.000+01:00,2025-01-10T01:00:00Z,2025-01-10T01:00:00.000Z,8741,Península
273407.0,2025-01-10T03:00:00.000+01:00,2025-01-10T02:00:00Z,2025-01-10T02:00:00.000Z,8741,Península
271787.0,2025-01-10T04:00:00.000+01:00,2025-01-10T03:00:00Z,2025-01-10T03:00:00.000Z,8741,Península
279173.0,2025-01-10T05:00:00.000+01:00,2025-01-10T04:00:00Z,2025-01-10T04:00:00.000Z,8741,Península
313208.0,2025-01-10T06:00:00.000+01:00,2025-01-10T05:00:00Z,2025-01-10T05:00:00.000Z,8741,Península
